user_id,GB_12,loan_amount,PP_Average_Current_DBT,PP_Avg_Curr_Cmpny_DBT_Ind_DBT,PP_Worst_Comp_DBT_Ind_DBT_In_Lst_12M,Avg_No_Of_DBT_0_1000,DBT_most_recent_month,Num_unpaid_accts_in_past_year,Num_Of_Prev_Searches_last_3M,Num_Of_Prev_Searches_last_6M,Num_Of_Prev_Searches_last_12M,Num_Of_Meeting_Of_Creditors,Tot_Fixed_Assets_As_Pct_Of_Tot_Assets,Curr_Liab_As_Pct_Of_Tot_Assets,Capital_Employed_As_Pct_Of_Tot_Assets,Equity_Gearing,G3_Dir_Consent_FullCAIS_ConsCommDelphi_score,submit_profit_after_tax1,calc_profit_after_tax1,submit_profit_after_tax2,calc_profit_after_tax2,Score_1_SCORE,Num_of_active_SHARE_recs,Num_of_all_SHARE_accts,Num_of_active_SHARE_accts,Total_value_of_active_accts,payment_status_less_2_3M,payment_status_less_2_12M,payment_status_less_2_24M,payment_status_less_1_3M,payment_status_less_1_12M,payment_status_less_1_24M,payment_status_0_3M,payment_status_0_12M,payment_status_0_24M,Total_value_accts_in_sector2,Total_bals_active_accts,Total_limits_rev_acct_active,Mthly_rpymt_actv_fxd_term_accts,Value_actv_fxd_term_accts,Num_pymt_status_3plus_48_updates,curr_bal_to_Annual_Income,Curr_bal_rev_crd_to_curr_limits,bal_rev_crd_to_curr_limits_3M,bal_rev_crd_to_curr_limits_6M,Num_Rev_Acct_util_ge75,Unemployment_Among_25_39,Avg_num_of_Court_Judgments,Credit_Card_Repayment_Amt,Num_Cash_Advances_3M
103234,0,55000,10,-14,1,13,10,1,4,9,23,0,0,74.4,25.6,25.6,53,124665.38,124665.38,9960,9960,635,5,6,5,310366,5,5,5,5,5,5,4,3,3,309486,310366,NA,1794,309915,0,0,NA,NA,NA,NA,10.46025,0.12,NA,NA
103292,0,50000,NA,NA,NA,NA,NA,NA,3,3,7,0,22.5,80.9,19.1,19.2,56,76298,76298,11295,11295,595,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.61035,0.9,NA,NA
103416,0,NA,0,-15,-14,0,0,0,7,16,31,0,2.2,96.7,3.3,3.1,92,23399.91,23399.91,40788,40788,587,10,15,10,247902,10,10,10,10,9,8,10,9,8,227219,247902,32850,2196,227219,0,41,62,70,61,2,14.77105,0.04,4342,3
103422,0,20000,NA,NA,NA,NA,NA,NA,1,1,4,0,44.9,66.5,33.5,28.2,61,6598.31,6598.31,-10784,-10784,611,6,14,6,564509,6,6,6,5,5,5,5,5,5,525006,564509,45250,2417,536613,0,39,61,33,72,0,7.57576,0.22,608,0
103468,0,53000,4,-10,-10,4,4,0,4,7,12,0,53.5,35.5,64.5,60.3,96,84377,84377,163084,163084,578,16,28,16,373416,16,16,16,16,16,15,15,14,13,346340,373416,33290,915,350279,0,54,65,68,65,1,0,0.07,852,0
103473,0,64000,0,-15,46,NA,0,0,2,2,2,0,15.2,73.4,26.6,26.6,89,15913,15913,12380,12380,652,11,22,11,468328,11,11,11,11,11,11,11,11,10,453730,468328,5500,1345,468411,0,19,NA,93,94,0,7.98722,0.04,0,0
103516,0,100000,0,-25,-25,0,0,0,1,1,5,0,1.1,63.8,36.2,-5.2,79,40368.64,40368.64,92079,92079,637,12,19,12,179776,12,12,12,12,12,12,12,10,10,159346,179776,62550,158,159572,0,27,21,14,14,1,23.06805,0.24,198,0
103538,0,50000,0,-24,-24,0,0,0,1,3,11,0,16,74.3,25.7,22.9,46,33186.24,33186.24,40002,40002,564,7,11,7,159562,7,7,7,7,7,7,7,7,7,127744,159562,3950,932,154642,0,159,74,87,85,1,18.08318,0,101,0
103581,0,NA,10,-6,2,11,10,1,2,5,13,0,10.4,58.1,41.9,35.8,81,11355.34,11355.34,18709.74,18709.74,631,11,18,11,342264,11,11,11,11,11,11,11,11,9,315436,342264,32000,1943,327176,0,268,47,64,4,1,9.80392,0.13,23784,0
103629,0,NA,NA,NA,NA,NA,NA,NA,2,2,3,0,6,0,100,-2.5,82,2128,2128,30199,30199,558,10,11,10,12133,10,10,10,9,9,9,8,8,7,NA,12133,10150,512,3928,0,30,79,94,51,1,17.92115,0.57,249,0
103837,0,30000,0,-15,-15,0,0,0,1,6,7,0,23.6,64.1,35.9,18.1,87,163357,163357,93768,93768,593,8,12,8,131679,8,8,8,8,8,8,7,7,6,121892,131679,7500,1542,126991,0,24,62,23,62,1,0,0.04,4287,0
103838,0,40000,NA,NA,NA,NA,NA,NA,0,0,0,0,28.9,14.7,85.3,67.9,73,1355,1355,13534,13534,617,2,2,2,48568,2,2,2,2,2,2,2,2,2,48568,48568,NA,619,48568,0,NA,NA,NA,NA,NA,7.58725,0.03,NA,NA
103849,0,NA,5,-13,62,0,5,0,14,24,32,0,11.7,18.7,81.3,31.5,45,206492,206492,87031,87031,594,4,20,4,210156,4,4,4,4,4,4,3,3,3,195817,210156,14500,1359,195817,0,19,98,96,78,1,24.75248,0.05,441,0
103851,0,45000,5,-11,-11,0,5,0,5,10,13,0,2.5,70.3,29.7,29.4,83,31096,31096,22990,22990,591,5,9,5,213243,5,5,5,5,5,5,5,5,4,198502,213243,500,1169,212686,0,49,0,0,0,0,24.07705,0,0,0
103878,0,NA,30,5,5,19,30,0,7,15,25,0,21.3,50.8,49.2,24.4,98,78741.32,78741.32,62410,62410,557,11,13,11,1045824,11,11,11,11,10,10,11,9,8,1014876,1045824,36100,3853,1014876,0,77,82,71,47,3,10.30928,0.07,3651,1
103879,0,NA,30,6,7,30,30,0,0,0,6,0,27.5,147.3,-47.3,-51.2,45,-26552,-26552,15401,15401,637,9,16,9,101338,9,9,9,9,9,9,9,9,8,100996,101338,500,210,100996,0,0,0,0,36,0,5.90319,0,0,0
103898,0,NA,0,-23,-23,NA,0,0,4,9,17,0,3.8,19.9,80.1,52.5,78,70765.41,70765.41,46313,46313,545,5,8,5,17851,5,5,5,5,5,5,5,4,4,NA,17851,800,360,15069,0,17,107,97,103,1,0,0.16,0,0
103916,0,NA,19,5,10,21,19,0,15,29,52,0,47.2,78,22,4.4,51,57827,57827,308915,308915,541,7,10,7,184590,7,7,7,7,7,6,6,6,5,144073,184590,5500,1993,180034,0,81,82,46,48,1,7.29927,0,100,0
103918,0,100000,0,-22,-22,0,0,0,4,13,20,0,1.1,85.4,14.6,14.6,78,89425.87,89425.87,74792,74792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103920,0,NA,8,-11,3,0,8,0,10,20,47,0,6.5,71.5,28.5,20.5,73,364926,364926,196329,196329,524,9,16,9,1532372,9,8,8,9,8,8,9,7,7,1509279,1532372,19300,3592,1509279,1,46,70,80,92,2,9.82318,0.12,1018,0
103925,0,13000,0,-17,-16,0,0,0,2,4,7,0,20.9,68.6,31.4,7.3,49,12451,12451,21496,21496,593,12,20,12,13248,12,12,12,12,12,12,11,10,9,NA,13248,39550,NA,NA,0,13,33,41,43,2,9.28505,0,231,0
103951,0,45000,0,-18,-18,0,0,0,1,4,11,0,5.1,82.3,17.7,16.3,89,35796.97,35796.97,81587,81587,593,6,12,6,475810,6,6,6,6,6,6,6,6,5,454434,475810,NA,2717,475810,0,17,NA,NA,NA,NA,0,0.04,0,0
103982,0,NA,45,26,72,45,45,1,0,1,4,0,0,35.1,64.9,35.5,67,20000,20000,37468,37468,529,12,19,12,400315,12,12,12,12,12,12,12,11,11,360218,400315,7700,2517,394911,1,80,69,53,42,1,29.80626,0.31,103,0
104061,0,NA,83,68,80,6,83,1,5,11,40,0,33.3,84.7,15.3,10.5,47,241079.11,241079.11,105398,105398,591,8,13,8,41072,8,8,8,8,8,7,8,7,5,NA,41072,18000,936,28851,0,54,67,90,83,1,8.47458,0,405,2
104095,0,NA,0,-16,-15,0,0,0,1,4,5,0,17.6,45.5,54.5,54,78,-130337,-130337,80540,80540,653,7,21,7,94704,7,7,7,7,7,7,7,7,7,92657,94704,21875,559,94668,0,2,0,0,0,0,10.1626,0.17,0,0
104097,0,NA,30,15,43,30,30,1,2,3,9,0,13.6,87,13,13,67,135872.47,135872.47,18036,18036,623,5,8,5,298292,5,5,5,5,5,5,5,5,5,276826,298292,10750,786,294979,0,21,29,33,33,0,5.83431,0.18,65,0
104123,0,NA,0,-19,95,0,0,0,2,3,6,0,21.2,94.4,5.6,-2,18,37346.26,37346.26,-497,-497,613,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4.90196,0,NA,NA
104132,0,NA,0,-19,-11,0,0,0,4,7,10,0,15.7,86.6,13.4,6.5,49,5862.61,5862.61,-15176.28,-15176.28,568,2,4,2,1748,1,1,1,1,1,1,1,1,1,NA,1748,3000,NA,NA,0,3,50,53,56,0,7.21501,0,70,0
104183,0,30000,49,34,34,60,49,0,7,9,20,0,4.2,54.6,45.4,25.9,74,44595.67,44595.67,16562,16562,552,12,19,12,231956,12,12,12,11,9,8,11,8,7,206886,231956,17050,1302,216542,0,33,90,101,90,4,0,0,837,2
104207,0,NA,39,20,20,39,39,1,2,8,10,0,10.8,86.2,13.8,13.8,20,11528,11528,-5927,-5927,503,8,9,8,7710,6,5,5,5,4,4,5,4,4,NA,7710,12300,NA,NA,2,15,59,78,53,0,5.61798,0,800,0
104233,0,40000,11,-5,5,12,11,0,2,5,13,0,25.4,94.8,5.2,0.4,86,241869.62,241869.62,63083,63083,621,4,9,4,382944,4,4,4,4,4,4,4,4,4,382871,382944,7600,793,382871,0,0,0,75,25,0,20.51984,0.38,2775,0
104304,0,35000,0,-20,-19,0,0,0,3,5,7,0,59.5,107,-7,-7,45,48730,48730,-17022,-17022,638,16,27,16,94389,16,16,16,16,16,16,16,16,15,80768,94389,30670,1057,84141,0,45,33,35,35,1,27.17391,0.33,450,0
104305,0,20000,20,4,5,20,20,0,1,1,6,0,2.9,85.5,14.5,0.1,67,13797.79,13797.79,28149,28149,602,12,17,12,138785,12,12,12,12,12,12,12,12,12,105400,138785,40800,1035,105400,0,44,81,77,71,4,8.97666,0.2,1040,4
104335,0,NA,0,-24,-23,NA,0,0,7,7,8,0,41.9,36.8,63.2,50.7,100,35783,35783,64714,64714,646,9,13,9,73972,9,9,9,9,9,8,9,9,8,64588,73972,25300,930,64588,0,12,37,28,19,0,0,0.21,2759,0
104402,0,60000,0,-24,-24,0,0,0,5,6,10,0,16.1,88.3,11.7,11.7,84,18066,18066,26262,26262,552,3,11,3,7071,3,3,3,3,2,1,2,1,0,0,7071,4600,NA,NA,0,9,94,96,55,1,10.27749,0.09,120,1
104409,0,100000,0,-24,-24,0,0,0,5,5,11,0,23.6,79.2,20.8,11.6,78,-181638.96,-181638.96,210758,210758,626,6,10,6,31798,6,6,6,6,6,6,6,6,6,NA,31798,40900,562,16161,0,79,38,7,7,1,6.60502,0,68,0
104428,0,40000,0,-16,-12,0,0,0,1,1,4,0,8.7,67.3,32.7,32.4,74,5628.99,5628.99,3612,3612,606,11,21,11,379799,11,11,11,10,10,9,9,8,7,352301,379799,18150,1489,377201,0,91,14,43,8,0,6.82128,0.29,10289,0
104448,0,50000,0,-20,-19,0,0,0,14,18,21,0,0.9,52.3,47.7,29.2,60,25356,25356,206002,206002,561,6,21,6,47903,6,6,6,6,5,5,6,5,5,0,47903,50100,NA,NA,1,63,90,98,98,3,10.84599,0,5417,0
104489,0,25000,20,-5,-5,20,20,0,0,0,6,0,94.5,23.8,76.2,-15.1,88,2803.97,2803.97,15515,15515,625,3,4,3,0,3,3,3,3,3,3,3,3,3,NA,0,1000,NA,NA,0,0,0,0,0,0,0,0.12,0,0
104491,0,NA,0,-24,-14,0,0,0,3,5,6,0,23.6,89.2,10.8,5.6,73,1431.31,1431.31,11287,11287,648,5,9,5,125347,5,5,5,5,5,5,5,5,5,112057,125347,41500,0,112057,0,17,32,9,8,0,0,0.07,2746,2
104495,0,100000,0,-23,-12,0,0,0,0,1,9,0,8.4,84.2,15.8,14.5,42,118619.89,118619.89,307948,307948,509,3,4,3,9632,3,3,1,2,1,1,2,1,1,NA,9632,14950,NA,NA,1,24,64,93,96,0,0,0.04,100,0
104500,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8.4,93.6,6.4,0.3,81,16617,16617,14614,14614,626,8,16,8,23323,8,8,8,8,8,8,8,7,7,NA,23323,14200,312,21298,0,18,14,0,2,0,9.43396,0,1033,0
104523,0,NA,0,-19,-19,0,0,0,0,1,3,0,47.8,91.1,8.9,8.9,75,1046,1046,6706,6706,601,6,9,6,2705,6,6,6,6,6,6,6,6,6,NA,2705,7950,NA,NA,0,13,34,43,27,0,69.23077,0.27,1909,0
104537,0,NA,0,-18,-5,0,0,0,0,1,2,0,11.6,97.7,2.3,0,78,-24201,-24201,8078,8078,671,5,13,5,195760,5,5,5,5,5,5,5,4,4,195760,195760,19600,1259,195760,0,0,0,0,0,0,0,0,0,0
104551,0,41500,0,-19,-18,0,0,0,7,14,20,0,6.7,56.2,43.8,21.2,77,275182,275182,20991,20991,649,5,9,5,130446,5,5,5,5,5,3,5,4,2,129641,130446,32800,1044,129641,0,1,2,43,0,0,7.07214,0.42,1500,0
104557,0,7000,2,-14,-8,2,2,0,1,1,4,0,84.9,24.8,75.2,74.1,89,5750.84,5750.84,-1984,-1984,651,5,11,5,37368,5,5,5,5,4,4,4,3,3,36913,37368,3250,120,36913,0,0,14,10,15,0,5.81395,0.27,865,0
104594,0,50000,30,5,5,30,30,0,2,2,6,0,6.6,81.2,18.8,17.5,69,54640.41,54640.41,18921,18921,587,10,14,10,143836,10,10,10,10,10,9,9,9,7,128855,143836,24800,1316,137780,0,74,20,12,20,0,18.31502,0.16,5686,0
104602,0,40000,26,2,6,26,26,0,2,3,12,0,1.6,103.2,-3.2,-3.2,45,55364.44,55364.44,17848,17848,571,10,13,10,567385,10,10,10,10,10,10,8,6,6,539312,567385,14400,2719,554110,0,70,92,68,80,2,0,0.12,222,0
104702,0,5000,NA,NA,NA,NA,NA,NA,1,1,1,0,24.2,47.8,52.2,52.2,41,3530.36,3530.36,-319,-319,639,6,19,6,11966,6,6,6,6,6,6,4,4,3,NA,11966,4150,303,11062,0,23,21,32,8,0,5.84795,0,100,0
104709,0,NA,0,-14,-14,0,0,0,1,15,25,0,9.6,52.9,47.1,13.1,84,73319,73319,6806,6806,546,11,29,11,655782,11,11,11,10,9,8,10,8,7,600951,655782,47700,1647,611692,0,43,89,98,95,4,0,0,1000,15
104739,0,50000,13,-10,-10,0,13,1,28,34,55,0,63.3,68.4,31.6,25.6,20,218060,218060,84310,84310,503,11,16,11,21049,11,10,10,11,10,10,9,6,5,NA,21049,11020,37,444,1,52,84,36,28,2,15.82278,0.23,517,0
104763,0,25000,0,-24,-23,0,0,0,2,3,3,0,3.7,47.2,52.8,52.9,87,-74786,-74786,44504,44504,630,4,5,4,136882,4,4,4,4,4,4,4,4,4,127777,136882,3000,498,135556,0,18,44,21,9,0,13.71742,0.21,787,0
104779,0,25000,0,-21,-21,0,0,0,6,7,9,0,84.6,20,80,45.3,93,10812,10812,8676,8676,524,6,11,6,130241,6,6,6,4,4,4,4,4,4,114479,130241,NA,3039,126438,1,31,NA,NA,NA,NA,49.01961,0.24,0,0
104795,0,15000,0,-15,-14,0,0,0,6,11,12,0,70.3,26.2,73.8,55.8,94,-18526.53,-18526.53,463,463,668,3,8,3,967,3,3,3,3,3,3,3,3,2,0,967,13500,NA,NA,0,0,6,5,7,0,0,0.05,1057,0
104914,0,NA,0,-19,-13,NA,0,0,4,7,24,0,10.2,79.1,20.9,20.9,64,14987,14987,15130,15130,574,9,15,9,292623,9,9,9,9,9,9,9,9,9,251206,292623,44000,523,251206,0,33,76,73,83,3,9.02527,0.22,1558,0
104936,0,50000,14,-7,-7,5,14,1,3,11,18,0,74,36.9,63.1,16.7,82,4079.93,4079.93,41309.31,41309.31,585,6,13,6,1040248,6,6,6,6,6,6,5,5,5,1005099,1040248,14200,4642,1029740,0,46,74,61,72,1,0,0,200,1
104958,0,20000,65,45,45,0,65,0,3,3,7,0,56.2,76.9,23.1,0.9,20,59070.56,59070.56,53748.21,53748.21,628,15,18,15,583137,15,15,15,15,15,15,15,13,13,517050,583137,77700,3218,561611,0,66,27,29,25,1,0,0.06,3316,0
104965,0,NA,0,-19,-18,0,0,0,1,5,16,0,7.2,69.8,30.2,29,91,67008,67008,113331,113331,663,7,11,7,71367,7,7,7,7,7,7,6,6,6,0,71367,47000,805,70268,0,95,2,18,2,0,7.65697,0.17,2574,0
104977,0,NA,6,-8,1,8,6,0,3,5,13,0,17.2,69.5,30.5,30.6,85,17538.3,17538.3,33939,33939,578,3,7,3,54105,3,3,3,3,3,3,3,3,3,NA,54105,NA,450,51529,0,72,NA,NA,NA,NA,7.66871,0,0,0
104984,0,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,81.8,33,67,0.6,80,50161.76,50161.76,38311.09,38311.09,611,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8.51789,0,NA,NA
104996,0,NA,0,-24,-23,0,0,0,3,4,8,0,20.8,89.1,10.9,3.3,87,46454.37,46454.37,1283,1283,573,9,17,9,331048,9,9,9,8,8,8,7,7,7,301570,331048,9250,2527,322411,0,58,93,3,96,1,0,0,800,0
105115,0,30000,20,5,7,30,20,1,10,13,19,0,66.8,53.5,46.5,31.8,85,-33779,-33779,8371,8371,617,2,2,2,33706,2,2,2,2,2,2,2,2,1,33208,33706,NA,773,33706,0,1,NA,NA,NA,NA,5.96659,0,NA,NA
105295,0,20000,2,-21,-18,0,2,0,3,7,9,0,20.6,78.7,21.3,17.9,78,39143.15,39143.15,2259,2259,593,5,13,5,166601,5,5,5,5,5,4,4,4,3,160733,166601,10500,691,160733,0,11,55,20,52,0,0,0.15,59,0
105357,0,15000,NA,NA,NA,NA,NA,NA,1,6,6,0,81.4,15.5,84.5,31.6,87,36198,36198,19666,19666,612,18,30,18,763680,18,18,18,18,18,18,18,18,18,729144,763680,49000,2294,729144,0,46,68,67,37,2,8.03859,0.22,428,0
105358,0,50000,0,-23,-22,0,0,0,5,10,14,0,42.6,53.9,46.1,39,78,19348,19348,12482,12482,596,13,15,13,142319,13,13,13,13,12,12,13,12,12,88850,142319,24600,2052,135562,0,267,27,17,26,1,37.53754,0,900,0
105379,0,NA,11,-8,-8,14,11,0,10,21,40,0,17,71.6,28.4,26.3,68,48551.75,48551.75,101667,101667,646,5,8,5,0,5,5,5,5,5,5,5,5,5,NA,0,6000,NA,NA,0,0,0,0,0,0,7.91139,0,0,0
105389,0,35000,NA,NA,NA,NA,NA,NA,1,3,10,0,28.4,19.1,80.9,71.8,84,28468,28468,18038,18038,581,10,14,10,83629,10,10,10,10,10,10,9,7,7,67726,83629,18000,1333,68628,0,79,83,83,85,2,28.6944,0.34,226,0
105415,0,150000,11,-4,3,15,11,2,5,10,15,0,81.8,54.3,45.7,17.4,87,174439.36,174439.36,171624,171624,578,3,6,3,7447,3,3,3,3,3,3,3,3,3,0,7447,NA,455,7137,0,14,NA,NA,NA,NA,9.49668,0,NA,NA
105417,0,NA,5,-13,-13,5,5,0,6,19,33,0,7.1,89,11,7.2,15,207877.13,207877.13,446957,446957,656,4,5,4,252949,4,4,4,4,4,4,4,2,2,251471,252949,8300,555,251680,0,1,15,16,18,0,8.29187,0.03,NA,NA
105473,0,10000,0,-24,36,0,0,0,3,6,15,0,77.4,34.4,65.6,10.4,87,11055,11055,1238,1238,581,12,17,12,170347,12,12,12,12,12,11,12,11,9,139010,170347,44950,719,139010,0,25,69,69,70,2,15.97444,0.1,1470,0
105479,0,NA,0,-20,-19,0,0,0,6,14,24,0,22.3,68.4,31.6,19.2,83,31842,31842,239819,239819,556,15,25,15,1362651,15,15,15,15,14,12,15,13,11,1312150,1362651,15450,4592,1323995,0,101,84,82,134,2,22.65006,0.38,60,0
105490,0,120000,0,-21,-20,NA,0,0,3,4,9,0,68.6,14.1,85.9,38.3,96,86669,86669,60847,60847,594,44,74,44,3664268,44,44,44,44,43,42,44,43,41,3572524,3664268,100250,6873,3588893,0,91,65,78,75,2,6.53595,0.07,7600,0
105636,1,105000,0,-21,-19,0,0,0,2,3,6,0,61.5,40.4,59.6,22.5,93,31793,31793,158685,158685,575,16,27,16,192370,16,16,16,16,16,16,15,15,15,130204,192370,40300,2053,154874,0,155,92,95,94,7,14.12429,0.11,859,5
105649,0,50000,0,-19,-18,0,0,0,1,3,13,0,2,67.1,32.9,32.9,86,-52024,-52024,909,909,628,1,5,1,0,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA
105671,0,NA,0,-22,-22,0,0,0,0,1,6,0,5,82.3,17.7,17.1,83,-42035.12,-42035.12,76571,76571,594,10,17,10,429502,10,10,10,10,10,10,10,10,10,363207,429502,33850,2383,398561,0,165,86,90,89,4,16.05136,0.4,1000,0
105733,0,100000,15,-5,-5,15,15,0,1,1,3,0,32.7,98.1,1.9,1.9,15,66130.79181,66130.79181,278491,278491,659,7,11,7,180887,7,7,7,7,7,7,7,6,5,179683,180887,7500,118,179683,0,2,14,22,8,0,15.31394,0.15,707,0
105746,0,99500,NA,NA,NA,NA,NA,NA,0,2,2,0,60,20.8,79.2,54.4,89,149383.11,149383.11,126533,126533,659,10,18,10,488901,10,10,10,10,10,10,9,9,7,477837,488901,28250,2360,487469,0,22,5,7,9,0,26.45503,0.44,860,0
105922,0,NA,0,-24,-23,0,0,0,1,1,3,0,1.4,83.3,16.7,16.5,87,15919.34,15919.34,25234,25234,630,5,7,5,159376,5,5,5,5,5,5,5,4,3,158014,159376,12550,727,159102,0,2,2,3,NA,0,13.24503,0.33,715,0
105935,0,NA,20,0,0,45,20,1,23,30,39,0,15.5,73,27,6.8,6,30007,30007,28769,28769,582,5,12,5,88444,5,5,5,5,5,5,5,5,5,NA,88444,20800,1426,76519,0,70,57,58,59,0,6.49351,0.25,281,0
105941,0,NA,10,-15,-6,15,10,1,4,7,11,0,88.7,20,80,21.6,49,21774.98,21774.98,30014,30014,566,10,12,10,330692,10,9,9,3,3,3,3,2,2,296044,330692,26000,704,312296,0,69,70,74,77,1,5.76701,0.08,500,0
105948,0,50000,6,-8,1,8,6,0,3,5,13,0,17.2,69.5,30.5,30.6,85,17538.3,17538.3,33939,33939,578,3,7,3,54105,3,3,3,3,3,3,3,3,3,NA,54105,NA,450,51529,0,72,NA,NA,NA,NA,7.66871,0,0,0
105967,0,NA,0,-15,-7,0,0,0,1,2,3,0,1,99.3,0.7,-132.1,49,76863,76863,15779,15779,637,7,12,7,220737,7,7,7,7,7,7,7,6,6,215869,220737,26100,1365,215869,0,16,18,21,25,0,6.09013,0.1,283,0
105990,0,NA,NA,NA,NA,NA,NA,NA,2,2,3,0,0.5,8.7,91.3,91.3,86,24297.39,24297.39,29932,29932,628,1,2,1,65646,1,1,1,1,1,1,1,1,1,65646,65646,NA,218,65646,0,NA,NA,NA,NA,NA,0,0,0,0
106121,0,100000,0,-23,-13,0,0,0,5,7,8,0,98,11.1,88.9,37.6,87,64426.35,64426.35,-6415,-6415,607,6,9,6,45591,6,6,6,6,6,5,6,6,5,0,45591,41430,518,12635,0,60,79,88,86,2,0,0,1350,1
106159,0,25000,0,-19,-18,0,0,0,2,5,11,0,69.3,48.4,51.6,10.5,91,47201.91,47201.91,23141,23141,596,9,14,9,357298,9,9,9,9,9,9,9,9,9,306959,357298,50650,4856,318678,0,67,76,79,82,4,8,0.25,2006,0
106180,0,NA,0,-21,39,0,0,0,0,2,5,0,10.8,63.2,36.8,35.8,67,64046.59,64046.59,-305065,-305065,597,11,17,11,398001,11,11,11,11,11,9,10,10,8,293944,398001,42300,2023,305691,0,208,87,88,86,3,0,0.18,927,0
106225,0,NA,0,-20,100,NA,0,0,1,4,5,0,15.1,342.4,-242.4,-242.4,40,0,0,80026,80026,630,5,11,5,593693,5,5,5,5,5,4,4,4,3,590994,593693,21000,1362,590994,0,2,12,86,99,0,8.18331,0.42,3500,0
106228,0,NA,0,-20,-19,NA,0,0,14,17,40,0,29,21.4,78.6,57.6,51,401954,401954,184954,184954,664,12,16,12,397369,12,12,12,12,12,11,11,11,10,392896,397369,22300,2912,392896,0,5,20,24,36,0,29.94012,0.08,251,0
106231,0,40000,116,101,121,180,116,1,2,3,5,0,11.6,90.7,9.3,8.7,43,66488.6,66488.6,50584,50584,670,7,13,7,282929,7,7,7,7,7,7,7,7,7,281680,282929,20200,262,281680,0,2,6,4,5,0,7.86164,0.1,1652,0
106262,0,50000,0,-22,-22,0,0,0,3,7,8,0,83.3,63.1,36.9,36.9,83,29459,29459,44247,44247,572,15,21,15,247489,15,15,15,15,15,14,13,13,12,129066,247489,15450,2524,238107,0,157,60,1,28,1,5.88928,0.2,150,0
106393,0,50000,0,-19,-18,0,0,0,1,1,2,0,12.5,83.7,16.3,16.3,93,21475.28,21475.28,60665,60665,628,7,15,7,331726,7,7,7,7,7,7,7,7,7,314248,331726,2000,1643,331165,0,17,0,0,0,0,9.56023,0.09,0,0
106404,0,NA,42,23,26,2,42,0,23,28,41,0,30.7,65.1,34.9,30.3,89,-295406,-295406,181707,181707,623,8,14,8,324324,8,8,8,8,8,8,8,8,8,286854,324324,26650,2858,308341,0,124,9,10,11,0,0,0.2,100,0
106458,0,NA,10,-10,-6,NA,10,0,7,14,27,0,88.3,11.5,88.5,69.4,94,380087,380087,281300,281300,601,7,11,7,218375,7,7,6,6,6,6,6,6,6,204570,218375,2150,948,216845,0,18,71,31,140,0,0,0,0,0
106459,0,30000,0,-19,-18,0,0,0,2,5,11,0,47.9,39.5,60.5,20.6,89,21883.36,21883.36,38762.7,38762.7,621,7,17,7,49673,7,7,7,7,7,7,7,7,7,36390,49673,23351,397,36390,0,44,56,57,60,1,13.47709,0.42,255,0
106504,0,NA,NA,NA,NA,NA,NA,NA,0,0,5,0,1.3,187,-87,-187.4,49,41028,41028,29050,29050,554,15,23,15,402560,15,15,15,15,14,14,15,13,13,360199,402560,15000,2087,390872,0,105,76,18,76,1,37.73585,0.55,196,0
106585,0,40000,60,42,72,60,60,0,5,5,12,0,1.5,98.3,1.7,1.7,79,43104,43104,36120,36120,594,9,12,9,236743,9,9,9,9,6,3,8,5,2,211342,236743,35810,381,211342,0,50,70,73,77,2,5.8548,0.13,676,0
106688,0,40000,NA,NA,NA,NA,NA,NA,0,1,5,0,17.5,66.6,33.4,33.4,35,55068,55068,34767,34767,641,5,6,5,54858,5,5,5,5,5,5,5,4,4,54622,54858,NA,412,54622,0,0,NA,NA,NA,NA,7.01262,0.08,NA,NA
106692,0,35000,0,-25,-16,0,0,0,2,8,12,0,84.6,72.4,27.6,22.1,87,5670.19,5670.19,8641,8641,624,4,9,4,756481,4,4,4,4,4,4,4,4,4,750638,756481,3000,1941,756481,0,29,0,0,0,0,9.52381,0.1,0,0
106726,0,NA,0,-18,-18,NA,0,0,3,4,21,0,8.3,47,53,39.8,45,89105,89105,125307,125307,576,4,6,4,17931,4,4,4,4,4,4,4,4,4,0,17931,21400,NA,NA,0,35,83,85,88,2,6.79348,0.1,503,0
106730,1,NA,0,-23,-23,0,0,0,1,2,6,0,8,80.6,19.4,-4.7,89,1943.91,1943.91,-39579,-39579,597,11,17,11,248982,11,11,11,11,11,11,11,10,10,157072,248982,69650,3093,191713,0,229,82,76,78,5,4.50857,0.04,6297,0
